content,polarity
warung makan bergaya khas yogyakarta yang berlokasi di jalan dagen malioboro ini menyediakan menu makanan traditional jawa seperti ayam kampung per bebek goreng ayam kampung per bebek bakar nasi rames dan nasi goreng makanan yang disajikan rasanya cukup enak dengan harga yang bersahabat suasana lesehan yang ditawarkan juga cukup nyaman apabila dibandingkan dengan warung lesehan lain di sekitarnya,positive
warung makan bu ktis adalah salah satu tempat makan saya bersama yeman teman kantor saya dan menu idola saya adalah ayam goreng dengan sambeknya dan bakwan penyet selesai makan disini dijamin kenyang dan puas sambalnya itu maknyus dan juga menu lainnya enaknya lagi porsi nasi disini lumayan banyak kamu,positive
warung makan dengan konsep bioskop di jl riau ini menjadi sesuatu yang menarik di bandung ini selain factory outlet yang bertebaran dengan konsep makan ala prasamanan menu yang sangat beragam rasa yang rata rata diimbangi dengan harga yang agak bersahabat untuk warung dengan area yang bisa merokok ini hanya dilengkapi kipas angin cukup membuat makan bercucuran keringat karena udara yang panas lanjutan,positive
warung makan dengan konsep yang unik yakni menyajikan film film tempo dulu seperti layar tancep makanan lumayan enak dan harga lumayan bersahabat,positive
warung makan dengan menu andalan rujak cingur tahu campur great food but parking is a bit problem,positive
warung makan di pinggir selokan mataram ugm ini merupakan tempat makan legendaris sejak <number> yang masih tetap bertahan special dari warung ini adalah nasi pecel dan nasi soup daging saat weekend warung ini sangat ramai dan biasanya ada live performance dari band lokal harga cukup terjangkau tempat cukup nyaman,positive
warung makan in amat sangat saya rekomendasikan terutama kepada para pecinta makanan pedas nasi bakarnya lezat dan harga sangat terjangkau,positive
warung makan indonesia mufu adalah unik kami mengunjungi untuk makan siang dan tidak kecewa naik beberapa anak tangga curam dan anda datang ke luar ruangan dan restoran dengan dapur terbuka menu kecil yang dirancang dengan baik kami memesan iga yang tiba dengan cepat dan sangat lezat dengan sisi yang lezat sate datang berikutnya dan lezat bbq dengan beberapa luar biasa lanjutan,positive
warung makan indra spesial nasi tempong ini tidak pernah sepi terlihat dari foto artis yang pernah singgah disini mulai dari anang ashanti rano karno dan lain lain yang menikmati hidangan ini jika anda datang pas jam makan malam pasti akan kesulitan mendapatkan parkir mobil karena sangat ramai setelah dapat pun anda harus rela menunggu makanan karena sangat ramai namun semua terbayarkan ketika hidangan lanjutan,positive
warung makan ini cocok unruk sarapan harganya juga standar makanan lumayan enak dan tempatnya cukup bersih,positive
warung makan ini lokasinya sangat mudah dijangkau baik menggunakan kendaraan pribadi maupun kendaraan umum parkir yang disediakan sangat luas makanan khas sunda yang disediakan rasanya cukup enak sering dipakai untuk acara kantor gurami gorengnya adalah favorit saya,positive
warung makan ini memang bisa dibilang memiliki konsep yang unik unik karena pengunjung mengambil sendiri makanan langsung dari dapur jadi kesan kampung dari dapur memasak makanan tersebut memasaknya dengan kayu bakar sehingga citarasanya khas disarankan jika ingin ke warung kopi sekitar jam <number> 00 wib,positive
warung makan ini menjadi favorit kami sebagai penghilang lapar menyediakan berbagai macam lauk pauk dan pilihan sambal yang mantab ada banyak sekali cabang di jogja ada juga di beberapa kota di luar jogja masakan dan minumannya relatif enak,positive
warung makan ini menyajikan nasi campur babi terbaik menurut saya letak kelebihannya bukan di daging babinya tapi di bumbu saus nasi campurnya saus yang tidak terdapat pada nasi campur lainnya kalau anda beruntung anda akan menjumpai pie oh pie oh merupakan daging bulus semacam kura kura yang berkuah dan disajikan dengan nasi putih dan cakwe tapi pie oh biasanya hanya lanjutan,positive
warung makan ini menyediakan beberapa menu makanan dengan bentuk prasmanan untuk minuman warung ini memberikan nama seperti beberapa judul film ada beberapa makanan kecil tradisional yang ikut dijual disini interior warung ini dipenuhi dengan poster film dan legenda film indonesia makan anda akan jadi menyenangkan dengan ditemani film lawas indonesia,positive
warung makan ini menyediakan makanan utama mi instan jadi bagi yang tidak terlalu suka mi instan mungkin kurang cocok dengan warung makan ini pembeda warung ini dengan warung lainnya adalah penyajiannya warung ini menyajikan mi instan persis seperti bungkusnya rasa penasaran mungkin akan menarik pada kunjungan pertama untuk selanjutnya mungkin akan terasa biasa sama seperti makan mie instan di warung lanjutan,positive
warung makan ini menyediakan menu yang sangat banyak mulai dari jenis nasi goreng mie bihun fu yunghai cap cay dll rasa semuanya menurut saya enak he saya pernah mencicipi semua menunya hehe sanget di rekomendasikan es kelapa muda nya untuk disiang hari yang panas,positive
warung makan ini merupakan alternatif tujuan kuliner yang menyediakan menu menu khas dari jawa tengah dan jawa timur di warung ini saya bisa memesan menu tahu telor salah satu menu khas jawa timur yang sering membuat saya kangen dengan masa kecil rasa tahu telornya cukup enak karena menggunakan petis yang segar dan kental aroma udangnya tahu yang digoreng bersamaan dengan telornya lanjutan,positive
warung makan ini sejauh saya amati berada di dekat gang alamanda dekat dengan fakultas teknik uny dan di jalan wahid hasyim diapit jalan selokan mataram dan jalan ring road utara pola penyetan di anut diwarung ini mulai terong tempe lele tahu telur ayam ati ayam hingga kepala ayam pilihan menunya sederhana dan memang itu yang dijual dijual dalam bentuk paket lanjutan,positive
warung makan ini tempatnya biasa saja lokasinya lumayan strategis pelayanannya lumayan ramah rasa makanan nya biasa saja,positive
warung makan ini terkenal karena penyajiannya yang prasmanan dengan piring dan tempat makanan tempu dulu yakni serba seng kata teman saya serasa di jaman penjajahan belanda pilihan makanan dan minumannya banyak sampai bingung memilihnya tapi saya tetap kembali ke selera asal yakni semur jengkol ikan asin sayur asam dan kakak perempuan panas tawar setiap ke bandung saya akan menyempatkan diri ke lanjutan,positive
warung makan ini terletak di jalan galunggung tempatnya yang tidak terlalu luas dan jalan yang ramai membuat pengunjung yang datang dengan mobil kesulitan mencari tempat parkir sebenarnya tidak ada yang spesial dari masakan mereka bahkan beberapa jenis makanan kurang enak rasanya hanya porsi besarlah yang,positive
warung makan ini terletak di pojokan jalan kecil menuju pantai kuta dekat dari hotel saya menginap di ohana hotel selalu ramai di jam makan siang dan makan saya suka pilihan menunya yang beragam,positive
warung makan ini terletak di sekitar selokan mataram condongcatur sleman tepatnya di jalan perumnas nomor <number> catur tunggal sleman <number> 5581 dan dekat dengan gubunya cafe menu disini banyak dan bervariasi mulai dari prasmanan mie ayam kupat tahu hingga tahu acar dan menu dari berbagai daerah lainnya sengaja mencoba tahu acar isinya adalah mie kuning tauge tempe tahu irisan seledri irisan lanjutan,positive
warung makan kaki lima ini hanya menyediakan menu nasi bebek goreng bebek yang disajikan empuk dan dilengkapi dengan serundek dan <number> macam sambel harga perporsi juga sangat murah tidak lebih dari rp <number> 000 per porsi warung yang sangat ramai dan cenderung crowded tidak ada antrian dan urutan dalam memesan makanan jadi disarankan selalu mengingatkan pelayan untuk menyiapkan pesanan kita,positive
warung makan kaki lima ini terletak di seberang gereja theresia menteng warung makan ini baru buka sore hingga malam hari sejak sore tempat ini sudah mulai penuh dengan para pengunjung padahal tempatnya sangat terbatas karena hanya kaki lima harganya yang murah rasanya yang enak dengan porsi yang cukup besar menjadi daya tarik utama anak muda yang kumpul kumpul dan makan disini,positive
warung makan khas sunda dengan beragam menu yang direkomendasikan ayam goreng ikan baby ikan kecil kecil babat dan lain lain mau pesen menu saja tidak bakal salah soalnya sambalnya juara pedasnya pas dan seger banget kecuali bagi yang tidak suka sambel iya d harga pun termasuk murah hampir tiap datang ke bandung pasti nyempatin ke rumah makan ini,positive
warung makan khas sunda favorit ayam bakar perkedel jagung dan pepes tahu sambel leuncanya enaakk pedes bagi yang senang pedes pas banget makan _url_ <number> jam biasanya ramai banget apalagi jam makan siang makan pedas minumnya kakak perempuan tawar hangat maknyos,positive
warung makan khas sunda favorit saya tak perlu merogoh kocek yang banyak pepes ikan atau ayam perkedel jagung dan sambal karedok yang mantap plus sambal terasi yang super pedas adalah menu andalan saya,positive
warung makan khusus ayam jawa dengan nuansa pedesaan sambel hijau nya enak bingits tempat lumayan luas parkir juga luas,positive
warung makan kuno yang tetap haocek enak pilihan menu sangat banyak mulai dari sayuran ala rumahan hingga masakan udang per cuma miscall dan ayam sangat variatif babi juga ada menu non halal saya paling suka sate babi cacahnya empuk dan gurihnya pas makanan oleh oleh juga tersedia di sini minuman kesehatan dia juga jual,positive
warung makan lesehan ini termasuk salah satu favorit orang banyak menu khas warung ini adalah burung dara goreng yang sangat nikmat jika ingin dibawa pulang anda bisa membeli mentah dan menyimpan di lemari pendingin cukup tahan,positive
warung makan mbok marni ada beberapa cabang di solo menu favorit saya gurame terbang yaituu gurame gorenng kering disini sering banyak promo makanan dengan diskon yang menggiurkan rasanya juga pas untuk orang solo makananya minya antara makanan sunda dan solo,positive
warung makan mur murah meriah dengan madakan khas jawa spt sayur lodeh bobor asemasem dll untung aku menemukan warung makan bu mur masakannya enak banget murah tapi tidak murahan lho iya,positive
warung makan padang yang satu ini seperti warung makan padang pada umumnya lokasinya di daerah keramaian jadi untuk yang terburu buru cocok makan disini karena penyajiannya cepat favorit saya gulai tunjang atau gulai kikil,positive
warung makan pak tardja menyajikan makanan dengan bahan dasar daging sop daging sop iga sop sumsum sapi dan sate kambing adalah menu andalan warung makan ini lokasinya di pinggir jalan cocok buat pekerja di kawasan kebayoran baru untuk makan siang sop daging dan sate kambingnya adalah kombinasi favorit saya selain teman teman saya juga merekomendasikan sop sumsum walau saya belum pernah lanjutan,positive
warung makan penyetan yang punya menu andalan ayam goreng tepung tapi jangan bayangkan ayam goreng seperti fried chicken ayam gorengnya enak bumbu rempahnya terasa saat dimakan jadi menggugah selera yg bedain sama penyetan lainnya di sini dapat lalapan bayam rebus jadi dapat serat juga selain protein selamat mencoba,positive
warung makan poros balikpapan samarinda menjadi tempat rehat yang cocok bagi para pengemudi yang ingin beristirahat uniknya warung ini bersebrangan dengan warung tahu sumedang juga jadi yang dari arah kanan tidak perlu menyebrang untuk membeli tahu ataupun makanan lalapan,positive
warung makan sate yang berada di solo ini menyediakan beberapa menu antara lain gule kambing tengkleng sate kambing dan sate buntel sate buntel yang menjadi ciri khas tempat makan ini terbuat dari daging kambing yang dicincang halus kemudian dibalung oleh lemak halus sate ini lebih,positive
warung makan sejak saya kuliah dulu taon <number> an ampe sekarang tetap eksis nasi lengko dan lotek dan bakmoy nya nikmat selalu penuh pengunjung walau tempatnya terpencil di dalam gang,positive
warung makan serba ikan ini berada di barat merapi view lampu merah jakal kamu <number> belok ke barat tempatnya cocok untuk ramai ramai makan bersama menunya beragam dan ikannya masih segar harga sangat bersahabat,positive
warung makan sunda favorit saya sekali mencoba dan langsung berkesan di hati tempatnya bersih pilihan makanannya banyak rasanya enak lezat dan semuanya terasa segar tempat parkirnya juga luas jadi tidak repot mencari parkir very recommended buat orang yang mau coba makanan sunda anyway semoga bisa tetap menjaga rasa dan juga pelayanannya,positive
warung makan tenda ini pilihan tepat bagi penggemar bebek tempatnya sederhana pelayanan cukup cepat harganya juga cukup murah satu porsi bebek atau ayam rp <number> ribu bisa untuk makan dua orang sudah termasuk lalap dan sambal tinggal tambah nasi putih saja yang tidak suka bebek bisa makan ayam gorengnya yang juga krispi dan gurih lebih mantap lagi ditambah pete bakar lanjutan,positive
